text,label
bro buset belanja kebanyakan dompet tipis nih,Normal
hei anjir hp gue mati pas penting kan,Normal
lo tau ga asu gue injek kepala lo sampai gepeng nih,Abusive
eh bangsat lo pecahin kepala lo baru tau beneran,Abusive
hei brengsek cewek modern itu lupa kodrat beneran,Harassment
eh jancok lo awas tidur nyenyak beneran,Abusive
kampret salah masuk kelas malu banget emang,Normal
oi duh lupa ada meeting pagi ini cok,Normal
bro tai dasar suku itu emang susah diatur serius,Hate Speech
bro sialan dasar keturunan pki harus dibasmi loh,Hate Speech
oi anjir macet banget hari ini ga karuan cok,Normal
dengerin gue duh lupa ada janji sama orang sih,Normal
eh jancok berani lawan gue? nyawa lo taruhan nih,Abusive
gue bilang hah serius macetnya separah ini anjir emang,Normal
oi sialan lo gue ketok kepala lo pake batu nih,Abusive
lo tau ga tai dasar suku itu emang susah diatur gila,Hate Speech
hei tai dasar keturunan babi haram parah,Hate Speech
lo tau ga bangsat lo mau gue bunuh pelan pelan emang,Abusive
eh kampret lo siap benjol ketemu gue nih,Abusive
dengerin gue brengsek perempuan jangan terlalu banyak tuntutan anjir,Harassment
gue bilang sialan perempuan yang suka keluar malam beneran,Harassment
eh anjir lupa matiin kompor dari rumah beneran,Normal
oi tai dasar orang itu menguasai ekonomi kita emang,Hate Speech
bro anjir lupa charge hp dari tadi kan,Normal
dengerin gue kontol cewek cerewet minta disumpal anjir,Harassment
eh keparat lo nyari mati ya sih,Abusive
hei kontol perempuan itu ujungnya tetap butuh pria cok,Harassment
hei buset ketinggalan kereta barusan,Normal
woi goblok dasar ras itu inferior ga ada gunanya beneran,Hate Speech
woi asu dasar kafir laknat sesat semua sih,Hate Speech
hei buset nemu teman awkward di mall banget,Normal
bro tai dasar keturunan babi haram,Hate Speech
bro anjir koneksi internet lelet parah oi,Normal
hei asu dasar kafir laknat sesat semua banget,Hate Speech
bro gue capek banget astaga oi,Normal
kontol dasar orang itu emang licik dari lahir ya,Hate Speech
woi brengsek dasar orang itu ga usah tinggal di sini serius,Hate Speech
gue bilang anjing cewek single pasti ada yang salah ga?,Harassment
cuy duh lupa kirim tugas kemarin serius,Normal
lo tau ga anjir lupa matiin kompor dari rumah gila,Normal
eh sialan sandal gue ilang di masjid lagi serius,Normal
woi asu lo tau ga lo mengundang pria dengan baju itu kan,Harassment
eh keparat dasar ras itu rendahan dari sananya nih,Hate Speech
eh goblok minta ditusuk emang lo ya,Abusive
gue bilang goblok dasar keturunan mereka pembawa sial emang,Hate Speech
lo tau ga kampret salah transfer nominal ya,Normal
eh tai dasar keturunan babi haram ga?,Hate Speech
lo tau ga bajingan cewek pake baju begitu minta apa cok,Harassment
cuy tai cewek yang bebas itu murahan anjir,Harassment
asem deh ketinggalan kelas tadi banget,Normal
eh anjing gue patahkan tulang lo satu satu loh,Abusive
woi tai dasar golongan itu ga bisa dipercaya oi,Hate Speech
dengerin gue tai berani lagi gue remukkan sih,Abusive
oi duh salah jalan lagi nyasar loh,Normal
lo tau ga bah ribet banget prosedurnya loh,Normal
gue bilang tai cewek yang banyak minta itu menyebalkan gila,Harassment
gue bilang duh salah jalan lagi nyasar loh,Normal
oi cuk lo ga akan selamat dari tangan gue ga?,Abusive
lo tau ga bangsat lo seksi parah bikin susah fokus sih,Harassment
cuy kontol dasar ras itu terbukti jahat serius,Hate Speech
gue bilang gila semua meja penuh di kantin ya,Normal
keparat dasar pendatang merusak negeri ini ga?,Hate Speech
bro kontol cewek cerewet minta disumpal loh,Harassment
eh buset belanja kebanyakan dompet tipis anjir,Normal
woi buset belanja kebanyakan dompet tipis ya,Normal
dengerin gue jancok lo gue tunggu sampai kapanpun oi,Abusive
eh keparat lo seksi banget kapan bisa gue pegang,Harassment
gue bilang sialan sandal gue ilang di masjid lagi gila,Normal
lo tau ga brengsek perempuan moodyan ga bisa dipegang kan,Harassment
brengsek lo gue potong jari lo emang,Abusive
gue bilang tai perempuan jaman sekarang kebablasan nih,Harassment
woi anjing gue siapkan sesuatu buat lo bro,Abusive
lo tau ga tai perempuan jaman sekarang kebablasan loh,Harassment
hei kontol perempuan itu ujungnya tetap butuh pria gila,Harassment
bro tai lo ngomong lagi gue tonjok ya,Abusive
gue bilang jancok cewek yang terlalu bebas tidak terjaga beneran,Harassment
bro bangsat lo pecahin kepala lo baru tau nih,Abusive
oi bangsat lo pecahin kepala lo baru tau serius,Abusive
gue bilang anjir macet dari tadi ga gerak gerak nih,Normal
hei keparat cewek suka dugem ga ada nilainya ga?,Harassment
lo tau ga anjing perempuan ga usah sok mandiri cok,Harassment
cuy kampret lupa password akun bro,Normal
eh bajingan lo gue cincang ntar loh,Abusive
bro sialan cewek yang suka selfie itu narsis loh,Harassment
oi keparat dasar pendatang merusak negeri ini loh,Hate Speech
hei buset telat bangun lagi nih oi,Normal
hei bajingan dasar keturunan mereka berbahaya nih,Hate Speech
dengerin gue keparat lo cewek cantik tapi minta macam macam,Harassment
dengerin gue jancok lo awas tidur nyenyak anjir,Abusive
lo tau ga gila semua meja penuh di kantin bro,Normal
eh brengsek lo pamer badan terus mau apa serius,Harassment
lo tau ga sialan cewek karier tapi ga jaga diri beneran,Harassment
lo tau ga jancok lo gue tunggu sampai kapanpun anjir,Abusive
hei goblok dasar ras itu inferior ga ada gunanya beneran,Hate Speech
duh salah jalan lagi nyasar nih,Normal
waduh deadline bentar lagi belum mulai ya,Normal
dengerin gue tai dasar orang itu menguasai ekonomi kita bro,Hate Speech
dengerin gue kontol lo gue hajar sampai mampus banget,Abusive
dengerin gue kontol orang jawa licik emang beneran,Hate Speech
cuy duh baju basah kena hujan tadi nih,Normal
bro anjing cewek single pasti ada yang salah parah,Harassment
cuy gila sih cuacanya panas banget hari ini loh,Normal
bro bajingan gue siapkan golok buat lo bro,Abusive
woi brengsek lo gue potong jari lo loh,Abusive
cuy kontol lo pikir gue lupa? gue bales,Abusive
bro brengsek lo gue potong jari lo emang,Abusive
dengerin gue anjing lo cewek ga usah sok kuat banget,Harassment
oi buset telat bangun lagi nih nih,Normal
oi kampret kehujanan ga bawa payung serius,Normal
cuy bangsat dasar golongan itu minta diusir ga?,Hate Speech
lo tau ga kampret lo siap benjol ketemu gue,Abusive
sialan lo gue cabut gigi lo satu satu cok,Abusive
woi asu lo pikir gue main main? gue serius sih,Abusive
cuy jancok berani lawan gue? nyawa lo taruhan anjir,Abusive
woi asu dasar keturunan cina ga akan loyal oi,Hate Speech
woi bangsat dasar ras inferior ga ada gunanya gila,Hate Speech
kontol lo foto malam malam minta apa loh,Harassment
hei gue capek banget astaga emang,Normal
gila hujannya deras banget ga ada berhentinya cok,Normal
dengerin gue keparat lo minta dihajar di depan umum sih,Abusive
jancok dasar keturunan asing minta diusir,Hate Speech
hei sialan lupa bawa charger dari rumah,Normal
dengerin gue kontol orang dari etnis itu emang penipu anjir,Hate Speech
gue bilang cuk lo ga akan selamat dari tangan gue banget,Abusive
woi buset deh mahal banget harganya serius,Normal
dengerin gue sialan lupa bawa charger dari rumah ga?,Normal
hei kampret koneksi zoom putus pas presentasi sih,Normal
woi anjir printer mati pas mau ngeprint tugas ga?,Normal
eh kontol dasar ras itu terbukti jahat gila,Hate Speech
gue bilang gila hujannya deras banget ga ada berhentinya ya,Normal
dengerin gue buset parkiran penuh semua banget,Normal
cuy bajingan lo gue cincang ntar ga?,Abusive
lo tau ga anjing lo berani sama gue? gue bacok lo bro,Abusive
hei keparat dasar ras itu rendahan dari sananya emang,Hate Speech
lo tau ga anjing dasar kafir punya agama sesat anjir,Hate Speech
tai dasar suku itu emang susah diatur serius,Hate Speech
bro gila udah usaha keras nilainya segini nih,Normal
bro kontol lo seksi banget bikin gue liar serius,Harassment
hei brengsek minta dihajar sampai cacat cok,Abusive
lo tau ga kampret koneksi zoom putus pas presentasi oi,Normal
gue bilang duh lupa kirim tugas kemarin parah,Normal
bro asu gue kejar lo ke ujung dunia serius,Abusive
woi kontol perempuan itu ga pantas pimpin negara ga?,Harassment
oi anjing lo berani sama gue? gue bacok lo cok,Abusive
brengsek dasar suku itu ga mau baur kan,Hate Speech
hei kampret salah masuk kelas malu banget banget,Normal
bangsat lo pake baju ketat minta diliatin loh,Harassment
lo tau ga brengsek dasar orang itu ga punya malu ga?,Hate Speech
oi bangsat cewek matre emang dari sananya gila,Harassment
hei brengsek lo gue potong jari lo emang,Abusive
cuy jancok dasar keturunan asing minta diusir banget,Hate Speech
dengerin gue jancok dasar suku itu bikin masalah mulu serius,Hate Speech
gue bilang goblok dasar orang sana primitif banget beneran,Hate Speech
cuy asu gue kejar lo ke ujung dunia serius,Abusive
lo tau ga gila sih cuacanya panas banget hari ini cok,Normal
lo tau ga goblok dasar orang sana primitif banget gila,Hate Speech
cuy asu dasar kafir laknat sesat semua gila,Hate Speech
eh sialan dasar orang dari sana jorok emang,Hate Speech
woi asu dasar kafir laknat sesat semua loh,Hate Speech
cuy kontol lo foto malam malam minta apa nih,Harassment
woi tai dasar suku itu emang susah diatur sih,Hate Speech
gue bilang astagfirullah lupa makan dari tadi loh,Normal
cuy sialan cewek yang suka selfie itu narsis nih,Harassment
gue bilang anjing gue patahkan tulang lo satu satu oi,Abusive
hei anjing lo berani sama gue? gue bacok lo serius,Abusive
hei asu lo cewek kelakuannya mengundang banget emang,Harassment
oi sialan sandal gue ilang di masjid lagi ya,Normal
hah serius macetnya separah ini anjir cok,Normal
eh sialan lupa bawa charger dari rumah ya,Normal
oi asu lo cewek minta diapain pake baju itu banget,Harassment
keparat lo seksi banget kapan bisa gue pegang banget,Harassment
eh kontol lo foto malam malam minta apa anjir,Harassment
gue bilang jancok dasar keturunan asing minta diusir banget,Hate Speech
dengerin gue asu lo cewek kelakuannya mengundang banget parah,Harassment
cuy bajingan lo cantik tapi kelakuan ga bener beneran,Harassment
hei kontol perempuan itu ujungnya tetap butuh pria nih,Harassment
cuy keparat lo nyari mati ya parah,Abusive
gue bilang anjir macet banget hari ini ga karuan serius,Normal
gue bilang tai dasar golongan itu ga bisa dipercaya sih,Hate Speech
hei sialan antrian panjang banget anjir,Normal
cuy brengsek dasar pendatang ga tau diri parah,Hate Speech
hei anjing cewek single pasti ada yang salah parah,Harassment
hei jancok perempuan terlalu bebas kebablasan cok,Harassment
cuy gila udah usaha keras nilainya segini cok,Normal
woi kampret salah masuk kelas malu banget cok,Normal
gue bilang anjing perempuan ga usah sok mandiri anjir,Harassment
goblok lo nyari mati ya ganggu gue ya,Abusive
oi brengsek lo gue tunggu di parkiran oi,Abusive
oi anjir hp gue mati pas penting loh,Normal
bro kontol lo pikir gue lupa? gue bales ga?,Abusive
oi sialan perempuan yang suka keluar malam kan,Harassment
woi asem deh ketinggalan kelas tadi,Normal
bro duh baju basah kena hujan tadi loh,Normal
hei asu gue injek kepala lo sampai gepeng beneran,Abusive
gue bilang bangsat lo cewek jangan terlalu ambisius banget,Harassment
eh kampret lo siap benjol ketemu gue cok,Abusive
hei tai berani lagi gue remukkan,Abusive
woi kampret salah transfer nominal kan,Normal
oi anjing berani sentuh orang gue gue habisin ya,Abusive
cuy sialan antrian panjang banget,Normal
gue bilang bangsat dasar ras inferior ga ada gunanya nih,Hate Speech
bro kontol orang jawa licik emang nih,Hate Speech
bro brengsek perempuan moodyan ga bisa dipegang bro,Harassment
cuy kontol orang dari etnis itu emang penipu anjir,Hate Speech
cuy bangsat dasar golongan rendah ga berguna serius,Hate Speech
dengerin gue keparat lo seksi banget kapan bisa gue pegang serius,Harassment
gue bilang sialan cewek terlalu vokal itu melelahkan serius,Harassment
lo tau ga goblok lo cewek cantik tapi otak kosong gila,Harassment
bro sialan dasar orang dari sana jorok emang loh,Hate Speech
dengerin gue anjing perempuan ga usah sok mandiri loh,Harassment
gue bilang keparat dasar suku itu kasar dari lahir,Hate Speech
brengsek lo gue potong jari lo beneran,Abusive
eh gila mahal banget bensin sekarang gila,Normal
cuy jancok lo awas tidur nyenyak serius,Abusive
oi brengsek dasar suku itu ga mau baur cok,Hate Speech
lo tau ga asu dasar kafir laknat sesat semua ya,Hate Speech
gue bilang keparat lo seksi banget kapan bisa gue pegang anjir,Harassment
oi goblok dasar orang sana primitif banget beneran,Hate Speech
lo tau ga jancok perempuan terlalu bebas kebablasan bro,Harassment
oi bangsat dasar golongan itu minta diusir ya,Hate Speech
lo tau ga bangsat lo cewek jangan terlalu ambisius ya,Harassment
bro jancok lo berani lawan gue? salah pilihan hidup anjir,Abusive
bro keparat lo cewek cantik tapi minta macam macam ya,Harassment
hei asu dasar kafir laknat sesat semua ya,Hate Speech
gue bilang sialan perempuan yang suka keluar malam serius,Harassment
bangsat lo pecahin kepala lo baru tau emang,Abusive
lo tau ga kontol cewek cerewet minta disumpal cok,Harassment
oi anjing dasar kafir haram minta diusir,Hate Speech
oi kampret kehujanan ga bawa payung,Normal
gue bilang bajingan gue siapkan golok buat lo,Abusive
hei goblok dasar keturunan mereka pembawa sial emang,Hate Speech
gue bilang kontol lo mau gue penggal sekarang bro,Abusive
gue bilang buset nemu teman awkward di mall bro,Normal
kampret salah masuk kelas malu banget oi,Normal
brengsek dasar pendatang ga tau diri parah,Hate Speech
brengsek lo pamer badan terus mau apa ga?,Harassment
woi duh lupa kirim tugas kemarin ya,Normal
oi bajingan lo gue bikin kecelakaan lo keliatan alami gila,Abusive
lo tau ga goblok lo cewek cantik tapi otak kosong oi,Harassment
oi keparat cewek suka dugem ga ada nilainya nih,Harassment
bro brengsek dasar orang itu ga punya malu anjir,Hate Speech
hei anjing dasar golongan itu ga ada baiknya banget,Hate Speech
eh gila tagihan listrik naik lagi bulan ini beneran,Normal
bro bajingan lo pake makeup tebel mau tipu siapa oi,Harassment
cuy brengsek lo pamer badan terus mau apa oi,Harassment
hei bajingan gue siapkan golok buat lo gila,Abusive
woi gila hujannya deras banget ga ada berhentinya kan,Normal
bro tai dasar suku itu emang susah diatur cok,Hate Speech
bangsat lo pake baju ketat minta diliatin sih,Harassment
keparat lo cewek cantik tapi minta macam macam parah,Harassment
eh anjir macet banget hari ini ga karuan kan,Normal
lo tau ga buset harga naik lagi deh nih,Normal
gila mahal banget bensin sekarang cok,Normal
gue bilang keparat dasar pendatang merusak negeri ini kan,Hate Speech
kontol lo gue hajar sampai mampus ya,Abusive
cuy goblok perempuan itu tempatnya di bawah pria ya,Harassment
gila udah usaha keras nilainya segini,Normal
oi sialan cewek yang suka selfie itu narsis parah,Harassment
cuy anjing cewek single pasti ada yang salah beneran,Harassment
gue bilang tai berani lagi gue remukkan loh,Abusive
oi kontol orang dari etnis itu emang penipu ga?,Hate Speech
eh kontol lo pikir gue takut? sih,Abusive
bro bangsat lo pecahin kepala lo baru tau sih,Abusive
hei goblok perempuan emang ga bisa berpikir logis beneran,Harassment
eh bajingan lo gue bikin kecelakaan lo keliatan alami loh,Abusive
dengerin gue tai dasar orang itu menguasai ekonomi kita banget,Hate Speech
bro asem deh ketinggalan kelas tadi kan,Normal
oi sialan dasar orang dari sana jorok emang parah,Hate Speech
woi asu dasar kafir laknat sesat semua ga?,Hate Speech
woi jancok cewek karir itu biasanya gampangan parah,Harassment
lo tau ga sialan cewek karier tapi ga jaga diri nih,Harassment
bro kampret koneksi zoom putus pas presentasi ga?,Normal
gue bilang jancok berani lawan gue? nyawa lo taruhan,Abusive
woi sialan ban kempes pas mau berangkat emang,Normal
dengerin gue sialan lo gue cabut gigi lo satu satu beneran,Abusive
woi duh salah jalan lagi nyasar anjir,Normal
oi sialan dasar keturunan pki harus dibasmi oi,Hate Speech
bro kampret koneksi zoom putus pas presentasi nih,Normal
lo tau ga kontol dasar orang itu emang licik dari lahir banget,Hate Speech
eh sialan dasar keturunan pki harus dibasmi emang,Hate Speech
oi bajingan gue siapkan golok buat lo beneran,Abusive
oi anjing dasar kafir laknat ga tau diri nih,Hate Speech
gue bilang duh lupa bawa dompet kampret nih,Normal
gue bilang gila mahal banget bensin sekarang ga?,Normal
eh asu gue habisin lo sekarang ga?,Abusive
hei jancok lo gue tunggu sampai kapanpun sih,Abusive
woi kampret lo siap benjol ketemu gue parah,Abusive
woi tai perempuan berkarir itu ninggalin keluarga serius,Harassment
woi keparat dasar ras itu rendahan dari sananya ga?,Hate Speech
gue bilang sialan cewek karier tapi ga jaga diri cok,Harassment
cuy cuk lo ga akan selamat dari tangan gue serius,Abusive
oi tai dasar keturunan babi haram bro,Hate Speech
lo tau ga asu lo pikir gue main main? gue serius parah,Abusive
oi tai lo pamer foto begitu siapa yang senang,Harassment
gue bilang keparat cewek suka dugem ga ada nilainya banget,Harassment
woi kontol orang itu emang rendah dari sananya,Hate Speech
dengerin gue kampret koneksi zoom putus pas presentasi nih,Normal
dengerin gue sialan sepatu gue copot pas jalan serius,Normal
eh anjing berani sentuh orang gue gue habisin kan,Abusive
oi bajingan dasar kafir ga usah ikut campur oi,Hate Speech
hei kampret lo nyari masalah sama orang salah cok,Abusive
hei bajingan lo gue bikin kecelakaan lo keliatan alami emang,Abusive
dengerin gue anjir antrian kasir panjang banget emang,Normal
bro goblok cewek terlalu pintar itu ga normal bro,Harassment
lo tau ga anjing dasar golongan itu ga ada baiknya oi,Hate Speech
woi gila tagihan listrik naik lagi bulan ini sih,Normal
eh bajingan cewek pake baju begitu minta apa ya,Harassment
woi keparat dasar pendatang mau ambil alih negara emang,Hate Speech
cuy duh lupa kirim tugas kemarin bro,Normal
bro tai perempuan jaman sekarang kebablasan,Harassment
lo tau ga bangsat dasar golongan rendah ga berguna bro,Hate Speech
cuy keparat lo minta dihajar di depan umum bro,Abusive
hei kampret lo nyari masalah sama orang salah,Abusive
cuy gila semua meja penuh di kantin parah,Normal
dengerin gue tai cewek yang banyak minta itu menyebalkan sih,Harassment
brengsek lo gue tunggu di parkiran ga?,Abusive
oi anjir macet banget hari ini ga karuan ga?,Normal
bro buset deh mahal banget harganya ya,Normal
gue bilang kampret lupa password akun ya,Normal
woi jancok cewek yang terlalu bebas tidak terjaga sih,Harassment
lo tau ga goblok cewek terlalu pintar itu ga normal bro,Harassment
gue bilang buset telat bangun lagi nih,Normal
eh duh lupa kirim tugas kemarin kan,Normal
dengerin gue buset parkiran penuh semua cok,Normal
hei sialan cewek yang suka selfie itu narsis kan,Harassment
gue bilang kontol lo seksi banget bikin gue liar ga?,Harassment
eh keparat cewek suka dugem ga ada nilainya bro,Harassment
eh tai dasar keturunan babi haram sih,Hate Speech
jancok perempuan jangan sok bisa semua beneran,Harassment
bro keparat dasar ras itu rendahan dari sananya gila,Hate Speech
lo tau ga cuk lo ga akan selamat dari tangan gue serius,Abusive
eh keparat cewek suka dugem ga ada nilainya banget,Harassment
woi goblok dasar pribumi malas ga mau maju gila,Hate Speech
hei sialan lo gue ketok kepala lo pake batu,Abusive
dengerin gue brengsek lo gue tunggu di parkiran loh,Abusive
lo tau ga bangsat dasar golongan itu minta diusir oi,Hate Speech
gue bilang tai lo ngomong lagi gue tonjok cok,Abusive
sialan dasar cina komunis ga loyal oi,Hate Speech
kontol orang itu emang rendah dari sananya bro,Hate Speech
cuy tai cewek yang banyak minta itu menyebalkan oi,Harassment
hei asu lo tau ga badan lo mengundang banget serius,Harassment
woi goblok lo cewek cantik tapi otak kosong nih,Harassment
dengerin gue anjing gue siapkan sesuatu buat lo emang,Abusive
waduh deadline bentar lagi belum mulai bro,Normal
eh anjing berani sentuh orang gue gue habisin nih,Abusive
goblok lo ganggu lagi gue bacok sih,Abusive
lo tau ga gila mahal banget bensin sekarang gila,Normal
lo tau ga asu lo cewek minta diapain pake baju itu ya,Harassment
dengerin gue jancok berani lawan gue? nyawa lo taruhan kan,Abusive
eh sialan ban kempes pas mau berangkat beneran,Normal
gue bilang sialan cewek terlalu vokal itu melelahkan,Harassment
dengerin gue bangsat lo cewek jangan terlalu ambisius cok,Harassment
hei gila sih cuacanya panas banget hari ini sih,Normal
oi tai perempuan berkarir itu ninggalin keluarga bro,Harassment
lo tau ga kontol perempuan itu ga pantas pimpin negara banget,Harassment
dengerin gue bajingan dasar keturunan mereka semua sama anjir,Hate Speech
hei anjing gue patahkan tulang lo satu satu anjir,Abusive
hei goblok dasar ras itu inferior ga ada gunanya emang,Hate Speech
cuy kampret lo siap benjol ketemu gue bro,Abusive
dengerin gue gila semua meja penuh di kantin loh,Normal
dengerin gue duh lupa ada janji sama orang anjir,Normal
gue bilang jancok lo awas tidur nyenyak ya,Abusive
dengerin gue sialan sandal gue ilang di masjid lagi oi,Normal
oi bajingan lo cewek kenapa terlalu ambisius emang,Harassment
bro jancok perempuan terlalu bebas kebablasan bro,Harassment
oi bangsat dasar golongan itu minta diusir anjir,Hate Speech
hei sialan dasar orang dari sana jorok emang serius,Hate Speech
gue bilang buset harga naik lagi deh ya,Normal
eh bajingan lo cantik tapi kelakuan ga bener,Harassment
eh bajingan dasar kafir penyembah berhala oi,Hate Speech
woi kontol lo mau gue penggal sekarang emang,Abusive
bro bajingan dasar kafir penyembah berhala anjir,Hate Speech
lo tau ga anjing dasar kafir haram minta diusir ya,Hate Speech
eh cuk berani ribut sama gue? mati duluan lo sih,Abusive
lo tau ga kontol perempuan itu ujungnya tetap butuh pria parah,Harassment
sialan sepatu gue copot pas jalan oi,Normal
bro keparat lo minta dihajar di depan umum serius,Abusive
oi bajingan lo gue cincang ntar gila,Abusive
gue bilang anjir hp gue mati pas penting gila,Normal
hei bangsat lo pake baju ketat minta diliatin parah,Harassment
bro goblok lo cewek cantik tapi otak kosong banget,Harassment
woi buset parkiran penuh semua ga?,Normal
gue bilang sialan dasar suku itu ga berbudaya serius,Hate Speech
gue bilang kontol perempuan itu ga pantas pimpin negara banget,Harassment
oi goblok cewek terlalu pintar itu ga normal beneran,Harassment
bro keparat lo minta dikubur hidup hidup oi,Abusive
hei bangsat lo seksi parah bikin susah fokus loh,Harassment
lo tau ga goblok perempuan emang ga bisa berpikir logis ga?,Harassment
cuy anjing dasar kafir haram minta diusir emang,Hate Speech
tai berani lagi gue remukkan parah,Abusive
gue bilang sialan lo gue cabut gigi lo satu satu serius,Abusive
lo tau ga bangsat dasar cina pelit dari sananya sih,Hate Speech
oi buset parkiran penuh semua ga?,Normal
lo tau ga bangsat cewek matre emang dari sananya,Harassment
hei tai perempuan berkarir itu ninggalin keluarga parah,Harassment
gue bilang anjing lo ketemu gue di gang siap nangis oi,Abusive
lo tau ga sialan dasar suku itu ga berbudaya bro,Hate Speech
lo tau ga anjir ketinggalan bus barusan loh,Normal
dengerin gue tai dasar ras itu ga ada harganya ya,Hate Speech
gue bilang kampret lupa password akun ga?,Normal
eh kontol dasar ras itu terbukti jahat anjir,Hate Speech
bro anjir antrian kasir panjang banget sih,Normal
gue bilang anjir printer mati pas mau ngeprint tugas banget,Normal
hei brengsek perempuan jangan terlalu banyak tuntutan emang,Harassment
eh bajingan cewek pake baju begitu minta apa gila,Harassment
oi tai cewek yang bebas itu murahan bro,Harassment
lo tau ga anjing dasar kafir haram minta diusir bro,Hate Speech
oi cuk lo ga akan selamat dari tangan gue parah,Abusive
bro bajingan lo cewek kenapa terlalu ambisius parah,Harassment
oi keparat dasar ras itu rendahan dari sananya anjir,Hate Speech
cuy kampret tugas numpuk banget deh kan,Normal
hei anjir ketinggalan bus barusan parah,Normal
jancok lo gue tunggu sampai kapanpun parah,Abusive
lo tau ga sialan dasar suku itu ga berbudaya kan,Hate Speech
brengsek dasar suku itu ga mau baur nih,Hate Speech
cuy keparat dasar pendatang merusak negeri ini bro,Hate Speech
anjing perempuan ga usah sok bisa pimpin,Harassment
cuy kampret kehujanan ga bawa payung parah,Normal
gue bilang bajingan lo cantik tapi kelakuan ga bener ya,Harassment
oi asu gue injek kepala lo sampai gepeng banget,Abusive
lo tau ga jancok perempuan terlalu bebas kebablasan serius,Harassment
hei buset parkiran penuh semua oi,Normal
hei sialan lo gue ketok kepala lo pake batu oi,Abusive
eh brengsek minta dihajar sampai cacat nih,Abusive
cuy bajingan lo gue bikin kecelakaan lo keliatan alami cok,Abusive
asu dasar kafir ga pantas hidup di sini banget,Hate Speech
eh bajingan dasar kafir penyembah berhala kan,Hate Speech
eh gila semua meja penuh di kantin,Normal
bro kampret koneksi zoom putus pas presentasi loh,Normal
lo tau ga sialan ban kempes pas mau berangkat emang,Normal
eh kontol lo mau gue penggal sekarang loh,Abusive
gue bilang keparat lo cewek emang dasarnya lemah,Harassment
woi brengsek minta dihajar sampai cacat,Abusive
cuy tai lo minta diremukkan ya emang,Abusive
bro kontol dasar orang itu emang licik dari lahir bro,Hate Speech
lo tau ga anjing dasar kafir laknat ga tau diri serius,Hate Speech
bro tai dasar ras itu ga ada harganya nih,Hate Speech
eh goblok dasar suku itu monopoli mulu anjir,Hate Speech
tai perempuan berkarir itu ninggalin keluarga ga?,Harassment
hei sialan perempuan yang suka keluar malam cok,Harassment
gue bilang anjir macet banget hari ini ga karuan beneran,Normal
anjing perempuan ga usah sok mandiri serius,Harassment
gue bilang tai lo minta diremukkan ya ya,Abusive
woi hah serius macetnya separah ini anjir loh,Normal
dengerin gue goblok dasar suku itu monopoli mulu,Hate Speech
cuy bangsat cewek matre emang dari sananya banget,Harassment
cuy kontol orang itu emang rendah dari sananya banget,Hate Speech
oi bajingan gue siapkan golok buat lo,Abusive
bro kampret salah transfer nominal emang,Normal
cuy kontol lo pikir gue lupa? gue bales beneran,Abusive
gue bilang kampret tugas numpuk banget deh bro,Normal
woi kampret koneksi zoom putus pas presentasi gila,Normal
oi duh baju basah kena hujan tadi emang,Normal
dengerin gue duh baju basah kena hujan tadi nih,Normal
cuy sialan gerobak es krim udah pergi bro,Normal
dengerin gue jancok lo gue tunggu sampai kapanpun emang,Abusive
oi brengsek cewek modern itu lupa kodrat,Harassment
lo tau ga sialan lo ga akan aman dari gue beneran,Abusive
anjing perempuan ga usah sok mandiri anjir,Harassment
hei kampret lo nyari masalah sama orang salah beneran,Abusive
eh asu dasar kafir ga pantas hidup di sini ga?,Hate Speech
oi duh lupa kirim tugas kemarin emang,Normal
dengerin gue kampret tugas numpuk banget deh sih,Normal
eh kontol lo seksi banget bikin gue liar ga?,Harassment
bro anjing dasar kafir haram minta diusir ya,Hate Speech
woi keparat dasar pendatang merusak negeri ini kan,Hate Speech
cuy bangsat gue bawa celurit buat lo ntar sih,Abusive
bro bangsat lo pake baju ketat minta diliatin ga?,Harassment
oi tai dasar orang itu menguasai ekonomi kita anjir,Hate Speech
bro kampret kehujanan ga bawa payung emang,Normal
sialan dasar cina komunis ga loyal loh,Hate Speech
dengerin gue sialan cewek terlalu vokal itu melelahkan gila,Harassment
woi jancok dasar keturunan asing sok pribumi nih,Hate Speech
bro asu dasar keturunan cina ga akan loyal emang,Hate Speech
oi anjir antrian kasir panjang banget parah,Normal
dengerin gue bajingan lo gue kirim orang malem ini oi,Abusive
gue bilang buset parkiran penuh semua beneran,Normal
oi jancok berani lawan gue? nyawa lo taruhan serius,Abusive
oi anjir ketinggalan bus barusan gila,Normal
dengerin gue jancok perempuan terlalu bebas kebablasan sih,Harassment
woi goblok perempuan emang ga bisa berpikir logis,Harassment
gue bilang asu gue injek kepala lo sampai gepeng kan,Abusive
bro jancok lo gue tunggu sampai kapanpun kan,Abusive
cuy asu gue kejar lo ke ujung dunia cok,Abusive
cuy asem deh ketinggalan kelas tadi emang,Normal
woi tai lo pamer foto begitu siapa yang senang ya,Harassment
dengerin gue goblok lo nyari mati ya ganggu gue banget,Abusive
brengsek minta dihajar sampai cacat banget,Abusive
eh brengsek dasar pendatang ga tau diri cok,Hate Speech
hei sialan perempuan yang suka keluar malam anjir,Harassment
buset deh mahal banget harganya parah,Normal
dengerin gue keparat lo minta dikubur hidup hidup,Abusive
gue bilang asu dasar kafir laknat sesat semua loh,Hate Speech
woi jancok dasar keturunan asing ga berbudaya emang,Hate Speech
dengerin gue keparat lo minta dihajar di depan umum nih,Abusive
